Review Text,Review Rate,Review Time,search
"Ein gelungenes modernes Museum, sogar für Kinder interessant, da unterhaltsam. Als IT'ler finde ich, die Computerausstellung im Untergeschoss wirkt etwas lieblos, da könnte man noch mehr draus machen, aber ansonsten lohnt der Besuch definitiv.",5,vor 4 Jahren,Pinakothek+der+Moderne
"Einfach nur ein Traum! Ehrlich gesagt bin ich hier bisher erst wenige Male gewesen, aber durch meine (neue) Freundin komme ich öfter vorbei. Jedes Mal wieder sehr inspirierend.",5,vor einem Jahr,Pinakothek+der+Moderne
"Ich war leider eine Woche zu früh. Viele Ausstellungsräume waren noch im Umbau. Die die offen waren, haben aber überzeugt. Wenn alles offen hat, gibt's 5 Sterne.",4,vor einem Jahr,Pinakothek+der+Moderne
"Ein Platz den man immer wieder besuchen sollte, eindrucksvoll, Kunst in der Gegenwart. Einfach ein Muss",5,vor 10 Monaten,Pinakothek+der+Moderne
Die Sonderausstellung Ludwig II ist auf jeden Fall einen Besuch wert. Wer den Märchenkönig von einer anderen Seite kennen lernen möchte sollte sich mindestens zwei bis drei Stunden dafür Zeit nehmen.,5,vor 3 Jahren,Pinakothek+der+Moderne
Macht immer wieder Spaß. Kunst in allen Formen muss sein. Sonst verkümmert die Seele. Besonders interessant finde ich die Schmuck-Ausstellung im Untergeschoss. So schöne Objekte!,5,vor 4 Jahren,Pinakothek+der+Moderne
Schöner Bau Architektur beeindruckend Auswahl etwas gewöhnungsbedürftig Künstler natürlich weltberühmt,4,vor 9 Monaten,Pinakothek+der+Moderne
"Kult-Museum. Weltbester Aprikosen und Zwetschgenkuchen, sehr guter Kaffee, interessante Künstler, oft aber etwas pofig präsentiert, old fashioned wie in einer privaten Wohnung. Neue Ideen täten gut. Vielleicht das Management mal auswechseln.",5,vor 2 Jahren,Pinakothek+der+Moderne
"Kann man nur empfehlen, vor allem Sonntags. Hier kostet der Eintritt nur 1 Euro. Sehr schön aufgebautes Museum. Design, grosse Künstler und wechselnde Sonderausstellungen.",5,vor 4 Jahren,Pinakothek+der+Moderne
"Die Architektur dort ist toll, genauso wie viele von den ausgestellten Bildern. Die Sonderausstellung im obersten Geschoss zum Thema Schmuck war allerdings ziemlich gewöhnungsbedürftig.",4,vor 2 Jahren,Pinakothek+der+Moderne
"Tolles Museum für kontemporäre und moderne Kunst. Wechselnde Ausstellung lassen einen auch immer gerne wieder hingehen. Allein die Architektur der Pinakothek ist fantastisch. Tipp: Im Museumshop lassen sich viele coole Designobjekte, Bücher und Postkarten finden.",5,vor 4 Jahren,Pinakothek+der+Moderne
Seht selbst☺️,5,vor 11 Monaten,Pinakothek+der+Moderne
Sehr sehr schönes Kunstmuseum!! Räumlichkeiten sind klimatisiert und das Café ist auch sehr gut!,5,vor einem Jahr,Pinakothek+der+Moderne
Sehr schönes Museum mit interessanter Auswahl an Exponaten,5,vor 7 Monaten,Pinakothek+der+Moderne
"Gigantische Architektur, moderne Kunst, sehr inspirierend, anschauen lohnt unbedingt",5,vor 9 Monaten,Pinakothek+der+Moderne
"Super organisiert, super Ausstellungen",5,vor 4 Monaten,Pinakothek+der+Moderne
Die Ausstellung konnte mich auf künstlerischen Ebene nicht wirklich abholen. Das Personal war leider nicht sehr freundlich. Vorteil: An einem Sonntag zählt man nur €1.,2,vor 3 Jahren,Pinakothek+der+Moderne
"Eine schöne Abwechslung im lockidowni, die Lichtinstallationen!",5,vor einem Jahr,Pinakothek+der+Moderne
Sonntags nur 1€ Eintritt,5,vor 2 Monaten,Pinakothek+der+Moderne
schließen schon vor der angegebenen Uhrzeit,1,vor 2 Wochen,Pinakothek+der+Moderne
"Obwohl Viele meinen, dass Jugendliche mit Kunst nichts anfangen können, hat mir die Pinakothek im großen und ganzen sehr gefallen und fande sie keineswegs langweilig. Ich habe sie im Rahmen eines Schüleraustauschs besucht. Das einzige, was mir nicht gefallen hat, war das teilweise sehr unfreundliche Personal.",4,vor 4 Jahren,Pinakothek+der+Moderne
"Sehr schönes Museum mit Bildern von Nolte bis Picasso, sehr nettes, hilfreiches und geschultes Personal. Immer ein Besuch wert, immer wieder gerne. Ein Fundus in Sachen moderne Kunst und Design.",5,vor 3 Jahren,Pinakothek+der+Moderne
"Sehr schönes Museum mit Bildern von Nolte bis Picasso, sehr nettes, hilfreiches und geschultes Personal. Immer ein Besuch wert, immer wieder gerne. Ein Fundus in Sachen moderne Kunst und Design.",5,vor 3 Jahren,Pinakothek+der+Moderne
"Atemberaubender Querschnitt der (europäischen) Moderne ab dem Expressionismus. Intelligentes Konzept,  sehr gute Räumlichkeiten. 10 Euro Eintritt sind günstig. Gut erreichbar z.B. mit der Straßenbahn ab Sendlinger Tor.",5,vor 2 Jahren,Pinakothek+der+Moderne
Interessante Erfahrung. Stark ist die Ausstellung zu den Künstlern des blauen Reiter.,5,vor 3 Jahren,Pinakothek+der+Moderne
"Ich habe selten so unfreundliche Mitarbeiter erlebt. Ich bin dann tatsächlich einfach gegangen, weil ich mich so unwohl gefühlt habe. Ich bezweifle, dass ich nochmal in die Pinakothek der Moderne gehen werde, obwohl ich ihr Angebot so wunderbar finde.",1,vor 3 Jahren,Pinakothek+der+Moderne
Ich liebe die regelmäßig Ausstellungen im Erdgeschoss... als Geograf kommt man auf seine Kosten 😅,5,vor 9 Monaten,Pinakothek+der+Moderne
"Für mich war der Besuch im Januar 2019 sehr enttäuschend. Die Ausstellungen sprachen mich leider nicht an. Mit den ""Irrfahrten des Meese"" konnte ich leider gar nicht anfangen, ebenso erging es mir mit …",2,vor 3 Jahren,Pinakothek+der+Moderne
Ich liebe dieses Museum. Aktuell Paul Klee - großartig,5,vor 4 Jahren,Pinakothek+der+Moderne
"Ein besonderer Ort der Kunst.
Immer schön dort hin zu gehen und die Energie des Gebäudes zu fühlen.
Verschiedene Austellungen  der Großen Künstler runden einen Kuturträchtigen Tag ab.",5,vor 4 Jahren,Pinakothek+der+Moderne
Tolle Sonderausstellung zu König Ludwig. 1  Stock wurde umgestaltet und hat viele neue interessante Kunstwerke. Die Ausstellung politic and Design habe ich nicht verstanden.,5,vor 3 Jahren,Pinakothek+der+Moderne
"Wenn am Sonntag viel los ist und auch viele Kinder unterwegsdas ist das Sicherheitspersonal etwas gestresst.
Es ist klar das man die Exponate nicht anfassen soll. …",5,vor 3 Jahren,Pinakothek+der+Moderne
"Designaustellung besucht, sehr schöne Exponate, auch Bauhaus. Die Ausstellung zur modernen Malerei ist der Knaller schlechthin. Sonntags ist der Eintritt mit 1€ sehr günstig.",4,vor 3 Jahren,Pinakothek+der+Moderne
"Schönes Museum, architektonisch, sowie die Ausstellung. Vielseitig und interessant für groß und klein. Schließfächer und eine Garderobe sind vorhanden.",4,vor 3 Jahren,Pinakothek+der+Moderne
Super Ausstellung mit wechselnden Themen. Eintritt am Sonntag 1 Euro. Nebenan gibt es noch die Sammlung Brandhorst die ebenfalls sehenswert ist. Eis gibts in der Nähe bei Balla Beni und Kaffee im Vorhölzer auf dem Dach der TU,5,vor 3 Jahren,Pinakothek+der+Moderne
War bisher erst zwei Mal dort. Beide Male hat es mir sehr gut gefallen.Tolle Ausstellungsobjekte!,5,vor einem Jahr,Pinakothek+der+Moderne
"Von der alten und der neuen Pinakothek bin ich schon lange ein großer Fan. Aber hier tat ich mir etwas schwer. Die Werke von Dali, Klee und Kandinsky sind beeindruckend. Mit  der Zinkbadewanne und dem Filzanzug von Beuys konnte ich mich aber nicht anfreunden. Soll das wirklich Kunst sein oder hat uns Beuys nur verarscht ?   ;)",4,vor 4 Jahren,Pinakothek+der+Moderne
"Ein sehr interessantes Museum, immer einen Besuch wert.Großartige Ausstellungen,im besonderen von modernen Künstlern.
Schon das Bauwerk ist sehenswert!",5,vor 2 Jahren,Pinakothek+der+Moderne
"Tolle Ausstellungen, bei den Thonet Mobiliar wurde deutlich das wir eigentlich auch ins Museum gehören, da wir diese Stühle und Sessel zu Hause rumstehen haben",4,vor 2 Jahren,Pinakothek+der+Moderne
"Tolles Gebäude! Für die Ausstellung muss man sich allerdings eine Führung buchen oder einen Audioguide nehmen, sonst ist moderne Kunst oft nicht nachvollziehbar",5,vor 3 Jahren,Pinakothek+der+Moderne
Sehr schöne friedliche chilligen Veranstaltungen und auch noch Kultur und Kultur und Unterhaltung,5,vor 2 Jahren,Pinakothek+der+Moderne
"Tolle Auszeit
Unbedingt mit Audio-Guide (gratis) gehen, den nur so werden viele Kunstwerke verständlich. Ich bin nach dem Museum dankbar für viele neue Gedanken.",5,vor 3 Jahren,Pinakothek+der+Moderne
Die Bauhaus Ausstellung eher enttäuschend. Das Museum insgesamt natürlich beeindruckend. Kostenfreier Audioguide! Tolles Gebäude.,4,vor 3 Jahren,Pinakothek+der+Moderne
"Vier Museen zu Kunst, Graphik, Architektur sowie Design unter einem Dach ist wirklich eine Herausforderung die ihres gleichen sucht. Die Pinakothek verfügt über größte Sammlungen in Europa. Die transdisziplinäre Programmatik – ihre …",5,vor 2 Jahren,Pinakothek+der+Moderne
Interessante Ausstellung mit viel abwechslung. Trotz wenig Kunstinteresse war ich positi überrascht. Sonntags ist ein Teil für nur 1 Euro zu besichtigen.,5,vor 3 Jahren,Pinakothek+der+Moderne
Super cool Austellung dar gestern in Pinakothek der Modern und auch sehr viel Leute weil am Sonntag ist biliger und günstiger Museum besuchen.Auch Parkas ist am Sonntag kostenlos.Dann können Sie viel Geld später und Spaß haben...,5,vor 2 Jahren,Pinakothek+der+Moderne
"Tolles Gebäude und vor allem viele Bilder in Kunstobjekte, man braucht Zeit",5,vor einem Jahr,Pinakothek+der+Moderne
Unglaublich schön!,5,vor 2 Wochen,Pinakothek+der+Moderne
Beeindruckendes Gebäude und tolle Sammlung. Um alles anzuschauen sollten drei Stunden eingeplant werden. Darüberhinaus wird man ab 15 Minuten vor Schließung bereits aufgefordert zu gehen.,5,vor 5 Jahren,Pinakothek+der+Moderne
Tolles Museum vor allem die Kunst von Expressionismus bis ins späte 20. Jahrhundert. Leider zielt die ganz moderne Kunst nur darauf ab zu provozieren oder zu verwirren,4,vor 3 Jahren,Pinakothek+der+Moderne
"Das Architekturmuseum der TU, das in der Pinakothek der Moderne untergebracht ist, zeichnet sich immer durch ebenso hoch inspirierende wie liebevoll gestaltete Ausstellungen aus, zuletzt Ludwig II. und die Architektur seiner Zeit.",5,vor 3 Jahren,Pinakothek+der+Moderne
Sind schon eindrucksvolle Werke dabei. Aber sehr steif. Unangenehme Stimmung. Das nächste mal wieder in 10 Jahren. …,3,vor 3 Jahren,Pinakothek+der+Moderne
La Serenissima: Graphik in Perfektion.,5,vor 4 Monaten,Pinakothek+der+Moderne
Schöner Bau mit toller Designkunst im Keller und ansonsten nur unwesentlichen Künstlern (bis auf sehr weniges von Warhol und Beuys),3,vor einem Jahr,Pinakothek+der+Moderne
Moderne muss man mögen.,3,vor 3 Wochen,Pinakothek+der+Moderne
"Großartige Sammlungen, unheimlich viel zu entdecken. Dazu spannende Architektur, ein tolles Cafe und hilfsbereites Personal. Einfach Zeit mitbringen und genießen!",5,vor 3 Jahren,Pinakothek+der+Moderne
Die Pinakothek ist architektonisch ein Hightlight und absolut sehenswert. Sehr schöne Ausstellungen mit namenhaften Künstlern. Zur Stärkung lädt ein nettes Cafe mit Außenbereich unter schönen alten Kastanien ein. Am Sonntag kostet der …,4,vor 5 Jahren,Pinakothek+der+Moderne
Mega gut,5,vor einem Monat,Pinakothek+der+Moderne
Größten Teil der Exponaten wird in ein paar Jahre als Müll entsorgt werden müssen.,2,vor 8 Monaten,Pinakothek+der+Moderne
Sehr schönes und interessantes Museum. Auch das Cafe bietet sich für eine Pause mit guten Kuchen an. Man sollte Zeit für dieses große Museum mitbringen.,4,vor 2 Jahren,Pinakothek+der+Moderne
Die absolut beste Adresse Münchens für moderne Kunst. Eine interessante Dauerausstellung sowie regelmäßig wechselnde Sonderausstellungen bieten ein sehr gutes Programm,5,vor 3 Jahren,Pinakothek+der+Moderne
"Interessant und schön, in der Kantine gibt es nur 0,33l Tegernseer also aufgepasst!",5,vor 10 Monaten,Pinakothek+der+Moderne
Ist definitiv mal ein Erlebnis. Ein wenig mehr Erklärung würde man sich bei der Art von Kunst allerdings wünschen. Vieles ist auch schlichtweg nicht interessant ohne Erklärung.,4,vor 2 Jahren,Pinakothek+der+Moderne
"Praktisch sind die kostenlosen, abschließbaren Schließfächer. Man braucht dazu aber Münzen, die es am Schluß wieder zurück gibt.",5,vor einem Jahr,Pinakothek+der+Moderne
Eine Besonderheit dieses Hauses ist das über alle Ebenen hinweg unsympathische bis unfreundliche Personal. Man fühlt sich jedes Mal wie ein ungebetener Gast und während des Rundgangs unwohl.,3,vor 2 Jahren,Pinakothek+der+Moderne
"Besuch der Klee Ausstellung. Selten so eine qualifiziert arrangierte Ausstellung zu Paul Klee besucht. Zum Thema eine hervorragende Werkauswahl, eine gute Hängung  und wirklich gute Erläuterungen durch die elektronischen Guides. Weiter so.",5,vor 3 Jahren,Pinakothek+der+Moderne
Sehr angenehme Architektur. Großzügig und offen. Tolles Museum mit schöner Ausstellung. Bin gerne hier,5,vor 4 Jahren,Pinakothek+der+Moderne
"Die Design-Ausstellung im UG mit Möbeln und Wohngegenständen ist sehr interessant. Die Gemäldesammlung ist nett, aber nicht hoch spannend. Museen wie das MoMA sind wesentlich interessanter.",4,vor 4 Jahren,Pinakothek+der+Moderne
"Kunst und ihre Besucher werden in diesem Haus geschätzt, und das spürt man auch
Tolle Sammlung, spannende aktuelle Positionen, lockere Atmosphäre verpackt in aufregender Architektur!
Ein Kunststudentenfavorit *****",5,vor 4 Jahren,Pinakothek+der+Moderne
"Dilettantisches Ausstellungsdesign mit irreführenden Plakaten und düsterer Bauhaus Minimal-Ausstellung, ""Audi - Design-Wall"" ist eine lächerliche Werbefläche ohne jede Erklärung oder Designrelevanz, kein Vergleich mit dem BMW - Relief, das …",1,vor 3 Jahren,Pinakothek+der+Moderne
War total interessant!,5,vor 8 Monaten,Pinakothek+der+Moderne
"Kunst des 20. Jahrhunderts. Feste und wechselnde Ausstellungen zu Malerei, Architektur, Konzeptkunst. Auch das Haus an sich gelungen als Ambiente. Sonntag 1€.",5,vor 4 Jahren,Pinakothek+der+Moderne
Jedes Mal einen Besuch wert und man findet immer wieder etwas Interessantes und nicht nur die ständigen Ausstellungen sind toll.,5,vor 2 Jahren,Pinakothek+der+Moderne
"Die Pinakothek der moderne ist sein Ort, indem man lange Zeit verbingen kann da viele Kunstwerke ausgestellt sind. Die Preise sind auch fair gehalten, also es ist einen Besuch wert.",5,vor 3 Jahren,Pinakothek+der+Moderne
War wieder ein tolles Erlebnis was als Kunst verstanden wird macht viel Spaß,5,vor 11 Monaten,Pinakothek+der+Moderne
"Ich halte mich mit Superlativen sehr zurück, aber dieses Museum sollte mann/frau unbedingt in das Besuchsprogramm aufnehmen - eines der besten Museen für moderne Kunst, dass ich jemals besucht habe",5,vor 4 Jahren,Pinakothek+der+Moderne
Mit kleinen Kindern bedingt zu empfehlen : die Aufpasser waren nervös bei jedem Husten oder laufen der Kinder,4,vor 7 Monaten,Pinakothek+der+Moderne
"Das beste Museum in München! Es hat alles dabei, was man sich von modernen Kunst wünscht... Würde immer wieder hinkommen. Also total empfehlenswert!! Es lohnt sich!!",5,vor 5 Jahren,Pinakothek+der+Moderne
"Ein Muss für jeden Freund moderner Kunst! Umfangreiche Dauerausstellung, wechselnde Ausstellungen, aber auch Abteilungen für Design und Architektur. Sehr empfehlenswert!",5,vor 4 Jahren,Pinakothek+der+Moderne
"Coole architektur, allerdings wird dort dauernd dasselbe ausgestellt und für mich ist es nicht unbedingt anspruchsvoll genug. Vielleicht habe ich einfach durch die BMW Welt und dem deutschen Museum zu hohe erwartungen",4,vor 6 Jahren,Pinakothek+der+Moderne
"Sehr schönes Gebäude. Wechselnde, meist interessante Ausstellungen. Eintrittspreis mehr als angemessen (günstig) und sehr sauber. Alles in allem: Ein Besuch lohnt sich!",5,vor 8 Jahren,Pinakothek+der+Moderne
Mit Maske geht gar nicht,1,vor 2 Monaten,Pinakothek+der+Moderne
Sehr interessantes Museum. Sehenswert.,5,vor 2 Jahren,Pinakothek+der+Moderne
"Chices Museum mit ausreichend Platz für die Exponate, bei dem mir die großzügige, weitläufige Architektur des Gebäudes, seiner Räume und Aufgänge eigentlich noch besser gefällt als die """"Inhalte""",4,vor 3 Jahren,Pinakothek+der+Moderne
"Tolle Ausstellung, sehr kreativ und informativ",5,vor 8 Monaten,Pinakothek+der+Moderne
Ein sehr schönes Erlebnis,5,vor 4 Jahren,Pinakothek+der+Moderne
"Sehr nettes Personal, Ausstellung top, und Buchladen empfehlenswert.",5,vor 10 Monaten,Pinakothek+der+Moderne
Sehr schöne Ausstellung und cooler Museumsshop. Bringen Sie jedoch viel Zeit mit!!! 😁,5,vor einem Jahr,Pinakothek+der+Moderne
Großes Gelände mit ausreichend Parkplatz und verschiedenen Veranstaltungen dort. Ich war zum Winter Tollwood dort. Sehr schön. Parkplatz ist jedoch kostenpflichtig.,5,vor 3 Jahren,Pinakothek+der+Moderne
Tolles Museum der Modernen Kunst. Sehenswert und auf jeden Fall einen Besuch wert. Definitiv ein Highlight für einen Besuch in München,5,vor 3 Jahren,Pinakothek+der+Moderne
"Einfach toll, besonders gut hat mir die Design Abteilung (und da ganz besonders die Cazal Ausstellung mit dem überaus sympathischen Kurator Sven Christ) gefallen",5,vor 2 Jahren,Pinakothek+der+Moderne
Tolle Ausstellung,5,vor 3 Monaten,Pinakothek+der+Moderne
Super cooles Museum. Wir hatten nur ein paar Stunden Zeit und konnten uns leider nur einen Bruchteil anschauen. Eintritt am Sonntag nur 1 €!,5,vor 4 Jahren,Pinakothek+der+Moderne
Schon eine angenehme Stimmung davor,4,vor 11 Monaten,Pinakothek+der+Moderne
Regelmäßige Besuche lohnen sich auf jeden Fall. Immer interessante Sonderausstellungen. Tolle Design-Abteilung im Untergeschoss.,5,vor 3 Jahren,Pinakothek+der+Moderne
Teils erschreckend was sich Kunst nennen darf :-) Aber auf jeden Fall einen Besuch wert! Es gibt auch echt tolle und beeindruckende Kunst dort!,5,vor 3 Jahren,Pinakothek+der+Moderne
"Herrliche Exponate des 19. Jahrhunderts. Seit Dez. 2018 für ca. 5 Jahre wg. Renovierung geschlossen. Café innen und außen, Schließfächer und Garderobe im UG",5,vor 3 Jahren,Pinakothek+der+Moderne
"Mein persönlicher Hit an verregneten Sonntagen! 1 Euro Eintritt, super Architektur, oft wechselnde Ausstellungen und schöne Menschen!",5,vor 3 Jahren,Pinakothek+der+Moderne
"Wem so etwas gefällt, gut. Auf die Frage wer sagt dass das Kunst ist bekam ich als Antwort: der Künstler. Auf die Frage wer den sagt wer Künstler ist bekam ich keine Antwort. Habe vor jedem der was arbeitet mehr Respekt als vor jedem sogenannten Künstler.",2,vor 2 Jahren,Pinakothek+der+Moderne
"Kunst die ein schmunzeln, staunen, grinsen, hinterfragen, wünschen und erkennen beim Betrachter im Gesicht hervor zaubert! Absolut sehenswert!",5,vor einem Jahr,Pinakothek+der+Moderne
Super Ausstellung. Ich war hier mal vor zwei Jahren und es hat sich viel geändert. Man kann also gerne wiederholt besuchen.,5,vor 6 Jahren,Pinakothek+der+Moderne
"Geiles Museum! Echt sehr Wert auch wenn man an moderne Kunst nicht so nah ist.. das ist eben eine gute Gelegenheit, um näher an moderne Kunst zu gehen!",5,vor 2 Jahren,Pinakothek+der+Moderne
Ist immer einen Besuch wert,3,vor 2 Monaten,Pinakothek+der+Moderne
"Eine Sakrale Installation, ein Ort der Besinnung!",5,vor 4 Monaten,Pinakothek+der+Moderne
Super Bauhaus-Ausstellung mit moderner Kunst.,5,vor 2 Jahren,Pinakothek+der+Moderne
"Sehr schönes Museum. Vor allem der Teil, bei dem es uns Design geht ist sehr spannend 👍🏻💯",5,vor 2 Jahren,Pinakothek+der+Moderne
Ist wahrscheinlich einfach Geschmacksache. Gegen die Klassiker in der Alten Pinothek kommen die einfach nicht an. Aber man kann dort sehr gut die eine oder andere Stunde verbringen.,4,vor 2 Jahren,Pinakothek+der+Moderne
Besonders für einen Euro am Sonntag kann man nichts falsch machen. Ist ein schönes Gebäude und bietet extrem viele unterschiedliche Ausstellungen.,5,vor 5 Jahren,Pinakothek+der+Moderne
"Es stimmt alles! Gute Erreichbarkeit, großzügige Öffnungszeiten, freundliches Personal an jeder Ecke, Barrierefreiheit, großartige Ausstellungen! Besser geht's nicht.",5,vor 3 Jahren,Pinakothek+der+Moderne
"Die Designabteilung ist überschaubar, aber sehenswert",5,vor 7 Monaten,Pinakothek+der+Moderne
"Die beiden anderen Pinakotheken sind um einiges besser - hier gibt es viel Schrott.... 😂 Die Architektur (Clemens von Braunfels) ist ziemlich peinlich 😳 Ich empfehle die alte Pinakothek oder die ""Neue Pinakothek"" ; da gibt es auch richtige Malerei etc.",3,vor 4 Jahren,Pinakothek+der+Moderne
"Schöner Rundumschlag zu moderner Kunst.
Die Ausstellung ""feelings"" hat mir sehr gut gefallen",5,vor einem Jahr,Pinakothek+der+Moderne
Für die Skulpturen gilt das gleiche wie für die im Brand Horst Museum. Hässlichkeit hat noch nie so gut ausgesehen!,5,vor einem Jahr,Pinakothek+der+Moderne
"Welch ein großes Glück, dich zu wissen in der Stadt. Extravagant. Sehr modern. Jung. Immer freundliches Personal. Grossartige Ausstellungen. Gespräche. Filme. Einfach wunderbar.",5,vor 2 Jahren,Pinakothek+der+Moderne
Eine sehr gute Ausstellung. Man kann viele Stunden dort verbringen.,4,vor 2 Jahren,Pinakothek+der+Moderne
"Spannende Architektur und tolle Ausstellungen- momentan über Paul Klee, die sehr informativ ist und einen großartigen Querschnitt seines Werkes zeigt.",5,vor 4 Jahren,Pinakothek+der+Moderne
"Tolle Ausstellung, sehr interessant und gut arrangiert. Nervig war nur die Dauerbewachung durch das Personal.",3,vor einem Jahr,Pinakothek+der+Moderne
"Sonntag nachmittags
wenns regnet in München!",5,vor 5 Monaten,Pinakothek+der+Moderne
"Sehr vielfältig, jedoch wird sehr strikt darauf geachtet, dass keine größeren Taschen mit rein genommen werden. Es gibt aber eine Umkleide und Schließfächer.",4,vor 4 Jahren,Pinakothek+der+Moderne
"Sehr schönes Museum mit interessanten Wechselaustellungen. Das der Alarm ständig auslöst ist ein wenig nervig, aber insgesamt eine gelungene Kunstausstellung.",4,vor 3 Jahren,Pinakothek+der+Moderne
Viel zu sehen...wir wollten die Ingo-Maurer-Ausstellung ansehen und diese hat uns sehr gut gefallen. Allerdings hätten wir uns mehr Biographie gewünscht.,4,vor 2 Jahren,Pinakothek+der+Moderne
"Sehr extravagantes Ambiente.
Reiht sich auf Augenhöhe mit dem MoMa in New York ein.
Klasse.",5,vor einem Jahr,Pinakothek+der+Moderne
Positiv sind die tolle Architektur des Gebäudes und viele interessante Designmöbel. Thematische Ausstellungen besitzen Optimierungspotential in der Zusammenstellung der Exponate (z.B. Teppiche).,3,vor 8 Jahren,Pinakothek+der+Moderne
Tolle Sammlung. Auch das Museum an sich ist architektonisch einen Besuch wert. Sonntagseintritt liegt bei einem Euro.,5,vor 6 Jahren,Pinakothek+der+Moderne
"Sonntags ist der Eintritt auf 1 Euro reduziert
Ausstellungen sehr interessant mit vielen verschiedenen Facetten",5,vor einem Jahr,Pinakothek+der+Moderne
"Wunderbares Museum mit toller Architektur und noch bewundernswerterer Kunst, speziell aus den 20er Jahren",5,vor 3 Jahren,Pinakothek+der+Moderne
"Sehr interessantes Museum für moderne Kunst, viel Zeit mitbringen, es gibt viel zu sehen.",5,vor 3 Jahren,Pinakothek+der+Moderne
Interessante wechselnde Ausstellung.,5,vor 4 Monaten,Pinakothek+der+Moderne
"Sehr schönes Museum für Modern Art, Design und Architektur! Ein Muss für Kunstfreunde!",5,vor 3 Jahren,Pinakothek+der+Moderne
"Immer einen Besuch wert! Von Expressionismus bis moderne Malerei, Fotografie, Design, moderne Kunst, sehenswert 👍",5,vor 3 Jahren,Pinakothek+der+Moderne
Beeindruckende Kunst in einem beeindruckenden Gebäude. Ich kann eine Besichtigung nur weiterempfehlen- für Menschen die an Kunst und Kultur interessiert sind.,5,vor 2 Jahren,Pinakothek+der+Moderne
Sehr schönes stimmiges Gebäude mit einer beeindruckenden Sammlung.,5,vor 3 Jahren,Pinakothek+der+Moderne
Sonntagseintritt für 1 €! Da kann man gerne wieder ins Museum gehen.,5,vor 2 Jahren,Pinakothek+der+Moderne
Tolles Museum. Super Architektur und tolle Ausstellungen. Besonders die modernen Bilder...,5,vor 2 Jahren,Pinakothek+der+Moderne
Sehr gutes Catering. Hervorragender Veranstaltungsort. Äußerst freundliches Personal..... und natürlich ein Pflichtbesuch als Museum.,5,vor 2 Jahren,Pinakothek+der+Moderne
Top Architektur trifft Meilensteine der modernen Kunst ...,5,vor 7 Monaten,Pinakothek+der+Moderne
"Ein sehr interessantes Museum, das unbedingt besucht werden muss.
Die Sonderausstellung fand nicht unsere Zustimmung.",4,vor 2 Jahren,Pinakothek+der+Moderne
"Einfach genial. Bin fast erschlagen von den vielen Eindrücken. Momentan sind noch die Fotografien aus dem Ruhrgebiet zu sehen. Kunstgewordene Melancholie in Höchstform
Unvergesslich.",5,vor 5 Jahren,Pinakothek+der+Moderne
Sehr beeindrückende Ausstellungen und schöne Kunst!,5,vor 8 Monaten,Pinakothek+der+Moderne
Immer spannend. Viel Platz. Gute Ausstellungen. Am Sonntag ist ganz günstig.,5,vor 3 Jahren,Pinakothek+der+Moderne
Sehr interessant,5,vor 2 Wochen,Pinakothek+der+Moderne
Die Pinakothek der Moderne ist ein großartiges Museum und immer einen Besuch wert. Gehe seit 30 Jahren immer mal wieder gerne hin.,5,vor 2 Jahren,Pinakothek+der+Moderne
Am Sonntag kostet der Eintritt nur 1 Euro für alle Ausstellungen. Immer einen Besuch wert!,5,vor 3 Jahren,Pinakothek+der+Moderne
"Tolles , Museum mit vielen Projekten zum Mitmachen , nur mehr Sitzgelegenheiten wären toll .",4,vor 2 Jahren,Pinakothek+der+Moderne
Interessantes Kunstmuseum,5,vor 2 Jahren,Pinakothek+der+Moderne
"Sehr vielseitiges Museum mit Sparten wie klassische Moderne, moderne Kunst, Design und Architektur.
Unbedingt empfehlenswert.",5,vor 3 Jahren,Pinakothek+der+Moderne
"Schönes Kunstmuseum, vielfältige, moderne Kunst - immer einen Besuch wert!",5,vor 2 Jahren,Pinakothek+der+Moderne
"sehr koole Dinge die man sich hier ansehen kann. Design, Skulpturen, Malerei und sonst noch ne Menge. Sehenswert!",5,vor 2 Jahren,Pinakothek+der+Moderne
"Kostenlos für Schüler.
Viele Medien ( Film, Audio)
Passend sortiert: nach Künstler, Malstil …",3,vor 3 Jahren,Pinakothek+der+Moderne
"Eine Athomsphäre, die Ihres Gleichen sucht.
Der Besuch sollte dann doch in möglichst regelmäßigen Abständen angestrebt werden. …",5,vor 2 Jahren,Pinakothek+der+Moderne
"Schöne Ausstellung, auch bei Dauerläufern wie Design entdeckt man bei jedem Besuch etwas neues.
Am Sonntag übrigens nur 1€",5,vor 3 Jahren,Pinakothek+der+Moderne
"Sehr schönes & großes Museum.
Tolle Ausstellungen",5,vor einem Jahr,Pinakothek+der+Moderne
Als Ausstellungsort unschlagbar und auch als Konzertsaal für Nachtkonzerte der Münchener Kammerorchesters wenige Male im Jahr ein spannendes Erlebnis!,5,vor 3 Jahren,Pinakothek+der+Moderne
Da der Eintirtt Sonntags nur einen € beträgt kann man auch gut mit kleinen Kindern hinein um den wundervollen Bildern hallo zusagen!,5,vor 3 Jahren,Pinakothek+der+Moderne
"Eine umwerfende Architektur, die einen empfängt wie eine Kathedrale und großartige Präsentationsräume für Gegenwartskunst bietet.",5,vor einem Jahr,Pinakothek+der+Moderne
